ResourceName,ResourceId,ResourceType,ResourceGroup,ResourceGroupId,ResourceLocation,Subscription,SubscriptionId,Tags,ServiceName,ServiceTier,Meter,Cost,CostUSD,Currency
cpu usage percentage - readit-card-aks,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.insights/metricalerts/cpu usage percentage - readit-card-aks,microsoft.insights/metricalerts,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,Unknown,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Azure Monitor,,Alerts Metric Monitored,0.812789852,0.009905277,INR
memory working set percentage - readit-card-aks,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.insights/metricalerts/memory working set percentage - readit-card-aks,microsoft.insights/metricalerts,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,Unknown,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Azure Monitor,,Alerts Metric Monitored,0.812789852,0.009905277,INR
sb-readit-inventory,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.web/sites/sb-readit-inventory,App Service web app,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Bandwidth,,Standard Data Transfer Out,0.517903614,0.006311412,INR
sb-readit-inventory,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.web/sites/sb-readit-inventory,App Service web app,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Azure App Service,Free Plan,F1 App,0,0,INR
kubernetes-ac7deb8d355934c4fa36e1137d7f52bc,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/mc_rg_memilavi_readitapp_readit-card-aks_centralindia/providers/microsoft.network/publicipaddresses/kubernetes-ac7deb8d355934c4fa36e1137d7f52bc,Public IP address,mc_rg_memilavi_readitapp_readit-card-aks_centralindia,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/mc_rg_memilavi_readitapp_readit-card-aks_centralindia,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,"[""\""k8s-azure-cluster-name\"":\""kubernetes\"""",""\""k8s-azure-service\"":\""default/readit-cart\""""]",Virtual Network,IP Addresses,Standard IPv4 Static Public IP,0.488985716,0.005959153,INR
sbtestfirstfunction,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/azurefunction_sb/providers/microsoft.web/sites/sbtestfirstfunction,App Service web app,azurefunction_sb,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/azurefunction_sb,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,"[""\""#azure_function\"":\""azurefunction\""""]",Functions,,Standard Execution Time,0.296407993,0.00359886,INR
sbtestfirstfunction,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/azurefunction_sb/providers/microsoft.web/sites/sbtestfirstfunction,App Service web app,azurefunction_sb,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/azurefunction_sb,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,"[""\""#azure_function\"":\""azurefunction\""""]",Functions,,Standard Total Executions,0.106917,0.001298127,INR
sbtestfirstfunction,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/azurefunction_sb/providers/microsoft.web/sites/sbtestfirstfunction,App Service web app,azurefunction_sb,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/azurefunction_sb,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,"[""\""#azure_function\"":\""azurefunction\""""]",Bandwidth,,Standard Data Transfer Out,0.002450276,2.9689E-05,INR
sbtestfirstfunction,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/azurefunction_sb/providers/microsoft.web/sites/sbtestfirstfunction,App Service web app,azurefunction_sb,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/azurefunction_sb,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,"[""\""#azure_function\"":\""azurefunction\""""]",Azure App Service,Free Plan,F1 App,0,0,INR
networkwatcher_centralindia,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/networkwatcherrg/providers/microsoft.network/networkwatchers/networkwatcher_centralindia,Network Watcher,networkwatcherrg,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/networkwatcherrg,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Network Watcher,,Standard Diagnostic Tool API,0.235602,0.002871226,INR
readitorderssb,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.storage/storageaccounts/readitorderssb,Storage account,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,"IN Central, Asia",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Tables,RA-GRS Data Stored,0.027795322,0.000337841,INR
readitorderssb,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.storage/storageaccounts/readitorderssb,Storage account,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,"IN Central, Asia",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Tables,GRS Batch Write Operations,0.019796054,0.000240459,INR
readitorderssb,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.storage/storageaccounts/readitorderssb,Storage account,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,"IN Central, Asia",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Tiered Block Blob,GRS List and Create Container Operations,0.019005349,0.000231088,INR
readitorderssb,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.storage/storageaccounts/readitorderssb,Storage account,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,"IN Central, Asia",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Bandwidth,Inter-Region,Intra Continent Data Transfer Out,0.018220041,0.000221315,INR
readitorderssb,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.storage/storageaccounts/readitorderssb,Storage account,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,"IN Central, Asia",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Tiered Block Blob,All Other Operations,0.008224114,9.99128E-05,INR
readitorderssb,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.storage/storageaccounts/readitorderssb,Storage account,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,"IN Central, Asia",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Tiered Block Blob,Hot GRS Write Operations,0.004319397,5.25738E-05,INR
readitorderssb,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.storage/storageaccounts/readitorderssb,Storage account,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,"IN Central, Asia",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Bandwidth,Geo-Replication v2 Data Transfer,0.002498968,3.02664E-05,INR
readitorderssb,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.storage/storageaccounts/readitorderssb,Storage account,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,"IN Central, Asia",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Tiered Block Blob,Hot Read Operations,0.000587437,7.15895E-06,INR
readitorderssb,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.storage/storageaccounts/readitorderssb,Storage account,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,"IN Central, Asia",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Bandwidth,,Standard Data Transfer Out,0.000282724,3.44048E-06,INR
readitorderssb,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.storage/storageaccounts/readitorderssb,Storage account,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,"IN Central, Asia",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,"Files, Tables",Read Operations,0.000069738,8.4637E-07,INR
readitorderssb,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.storage/storageaccounts/readitorderssb,Storage account,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,"IN Central, Asia",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Tables,GRS Write Operations,2.26176E-05,2.73916E-07,INR
readitorderssb,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.storage/storageaccounts/readitorderssb,Storage account,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,"IN Central, Asia",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Bandwidth,,Standard Data Transfer In,0,0,INR
readitorderssb,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.storage/storageaccounts/readitorderssb,Storage account,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,"IN Central, Asia",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Bandwidth,Inter-Region,Intra Continent Data Transfer In,0,0,INR
readitorderssb,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.storage/storageaccounts/readitorderssb,Storage account,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,"IN Central, Asia",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Bandwidth,Geo-Replication Data transfer,0,0,INR
subhasishstorage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_sb_storage/providers/microsoft.storage/storageaccounts/subhasishstorage,Storage account,rg_sb_storage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_sb_storage,"IN Central, Asia",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Tables,GRS Batch Write Operations,0.023392253,0.000284014,INR
subhasishstorage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_sb_storage/providers/microsoft.storage/storageaccounts/subhasishstorage,Storage account,rg_sb_storage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_sb_storage,"IN Central, Asia",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Bandwidth,Inter-Region,Intra Continent Data Transfer Out,0.021480806,0.000260807,INR
subhasishstorage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_sb_storage/providers/microsoft.storage/storageaccounts/subhasishstorage,Storage account,rg_sb_storage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_sb_storage,"IN Central, Asia",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Tiered Block Blob,Hot RA-GRS Data Stored,0.013409766,0.000162813,INR
subhasishstorage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_sb_storage/providers/microsoft.storage/storageaccounts/subhasishstorage,Storage account,rg_sb_storage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_sb_storage,"IN Central, Asia",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Tiered Block Blob,All Other Operations,0.006323583,7.6783E-05,INR
subhasishstorage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_sb_storage/providers/microsoft.storage/storageaccounts/subhasishstorage,Storage account,rg_sb_storage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_sb_storage,"IN Central, Asia",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Bandwidth,Inter-Region,Intra Continent Data Transfer In,0,0,INR
subhasishstorage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_sb_storage/providers/microsoft.storage/storageaccounts/subhasishstorage,Storage account,rg_sb_storage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_sb_storage,"IN Central, Asia",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Bandwidth,Geo-Replication Data transfer,0,0,INR
sbmemidemostorage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-memidemo-storage/providers/microsoft.storage/storageaccounts/sbmemidemostorage,Storage account,rg-sb-memidemo-storage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-memidemo-storage,"Asia, IN South, IN Central",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Tiered Block Blob,GRS List and Create Container Operations,0.011230433,0.000136009,INR
sbmemidemostorage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-memidemo-storage/providers/microsoft.storage/storageaccounts/sbmemidemostorage,Storage account,rg-sb-memidemo-storage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-memidemo-storage,"Asia, IN South, IN Central",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Bandwidth,,Standard Data Transfer Out,0.010394827,0.000125889,INR
sbmemidemostorage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-memidemo-storage/providers/microsoft.storage/storageaccounts/sbmemidemostorage,Storage account,rg-sb-memidemo-storage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-memidemo-storage,"Asia, IN South, IN Central",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Bandwidth,Geo-Replication v2 Data Transfer,0.004930396,5.97108E-05,INR
sbmemidemostorage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-memidemo-storage/providers/microsoft.storage/storageaccounts/sbmemidemostorage,Storage account,rg-sb-memidemo-storage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-memidemo-storage,"Asia, IN South, IN Central",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Tiered Block Blob,All Other Operations,0.002729853,3.30606E-05,INR
sbmemidemostorage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-memidemo-storage/providers/microsoft.storage/storageaccounts/sbmemidemostorage,Storage account,rg-sb-memidemo-storage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-memidemo-storage,"Asia, IN South, IN Central",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Tiered Block Blob,Hot GRS Write Operations,0.001727759,2.09245E-05,INR
sbmemidemostorage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-memidemo-storage/providers/microsoft.storage/storageaccounts/sbmemidemostorage,Storage account,rg-sb-memidemo-storage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-memidemo-storage,"Asia, IN South, IN Central",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Tiered Block Blob,Hot Read Operations,0.000100524,1.21742E-06,INR
sbmemidemostorage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-memidemo-storage/providers/microsoft.storage/storageaccounts/sbmemidemostorage,Storage account,rg-sb-memidemo-storage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-memidemo-storage,"Asia, IN South, IN Central",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Bandwidth,Inter-Region,Intra Continent Data Transfer Out,6.91106E-05,8.36982E-07,INR
sbmemidemostorage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-memidemo-storage/providers/microsoft.storage/storageaccounts/sbmemidemostorage,Storage account,rg-sb-memidemo-storage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-memidemo-storage,"Asia, IN South, IN Central",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Tables,GRS Batch Write Operations,5.08896E-05,6.16311E-07,INR
sbmemidemostorage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-memidemo-storage/providers/microsoft.storage/storageaccounts/sbmemidemostorage,Storage account,rg-sb-memidemo-storage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-memidemo-storage,"Asia, IN South, IN Central",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,"Files, Tables",Read Operations,5.79579E-05,7.01914E-07,INR
sbmemidemostorage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-memidemo-storage/providers/microsoft.storage/storageaccounts/sbmemidemostorage,Storage account,rg-sb-memidemo-storage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-memidemo-storage,"Asia, IN South, IN Central",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Tables,GRS Write Operations,2.26176E-05,2.73916E-07,INR
sbmemidemostorage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-memidemo-storage/providers/microsoft.storage/storageaccounts/sbmemidemostorage,Storage account,rg-sb-memidemo-storage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-memidemo-storage,"Asia, IN South, IN Central",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Bandwidth,,Standard Data Transfer In,0,0,INR
sbmemidemostorage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-memidemo-storage/providers/microsoft.storage/storageaccounts/sbmemidemostorage,Storage account,rg-sb-memidemo-storage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-memidemo-storage,"Asia, IN South, IN Central",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Bandwidth,Inter-Region,Intra Continent Data Transfer In,0,0,INR
sbmemidemostorage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-memidemo-storage/providers/microsoft.storage/storageaccounts/sbmemidemostorage,Storage account,rg-sb-memidemo-storage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-memidemo-storage,"Asia, IN South, IN Central",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Bandwidth,Geo-Replication Data transfer,0,0,INR
readit-sb-kv,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.keyvault/vaults/readit-sb-kv,Key vault,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Key Vault,,Operations,0.014371814,0.000175146,INR
sbimagecdn,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-memidemo-storage/providers/microsoft.cdn/profiles/sbimagecdn,Front Door Standard/Premium (Preview),rg-sb-memidemo-storage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-memidemo-storage,Unknown,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Content Delivery Network,Azure CDN from Microsoft,Standard Data Transfer,0.004855923,5.88089E-05,INR
sbreaditfunctionapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.web/sites/sbreaditfunctionapp,App Service web app,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Functions,,Standard Execution Time,0.001679586,2.04539E-05,INR
sbreaditfunctionapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.web/sites/sbreaditfunctionapp,App Service web app,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Bandwidth,,Standard Data Transfer Out,0.000914142,1.11232E-05,INR
sbreaditfunctionapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.web/sites/sbreaditfunctionapp,App Service web app,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Azure App Service,Free Plan,F1 App,0,0,INR
default,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.storage/storageaccounts/readitorderssb/providers/microsoft.eventgrid/extensiontopics/default,microsoft.eventgrid/extensiontopics,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Event Grid,,Standard Operations,0.001931949,2.35442E-05,INR
sb-readit-inventory-secondary,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.web/sites/sb-readit-inventory-secondary,App Service web app,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,US East,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Bandwidth,,Standard Data Transfer Out,0.000293798,3.58044E-06,INR
sb-readit-inventory-secondary,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.web/sites/sb-readit-inventory-secondary,App Service web app,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,US East,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Azure App Service,Free Plan,F1 App,0,0,INR
sbeventhubdemo,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-eventhub/providers/microsoft.eventhub/namespaces/sbeventhubdemo,Event Hubs namespace,rg-sb-eventhub,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-eventhub,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Service Bus,,Basic Messaging Operations,9.81681E-05,1.18889E-06,INR
sbeventhubdemo,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-eventhub/providers/microsoft.eventhub/namespaces/sbeventhubdemo,Event Hubs namespace,rg-sb-eventhub,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg-sb-eventhub,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Event Hubs,,Basic Ingress Events,4.39793E-06,5.32623E-08,INR
